,company,Job_title,application_1,followers,state,city,country,industry,employees,involment,level,company_id,job_id,details_id,Job_description,technical_skills,job class
323,Reckitt,Assistant/Technician - Emerging Science & Innovation,52,1114129,Haryana,Gurgaon,India,Manufacturing,10001,Full-time , Entry level,C145,J378,D378,"About the job
Description

Want to be at the cutting edge? As Assistant/Technician - Emerging Science & Innovation at Reckitt, you’ll have the freedom to turn ground-breaking technologies into consumer healthcare solutions.

Assistant/Technician - Emerging Science & Innovation

Gurugram, Haryana

Competitive Salary & excellent benefits package

A key role in a multinational team, you’ll be responsible for exploring and developing innovative consumer healthcare products. Ultimately extending our leading position in consumer healthcare, you’ll:
Research and assess emerging technologies to find consumer health solutions
Lead feasibility assessments, testing and benchmarking projects to develop new and disruptive scientific trends that will enhance our leading brands
Partner with third parties to explore new potential market areas to help grow our business.

You’ll succeed because…

…you’re intellectually curious, a creative and tenacious problem solver. Hungry to work with the latest science and technology, you:
Are qualified in a scientific field or equivalent scientific experience
Are a team player, able to translate ideas into action
Find consumer applications for emerging science
Are an original thinker. You question everything and are motivated by the chance to use new technologies to disrupt the established order.

You’ll love it because…

…you’ll get to make an impact like never before. The products you help us get out there will make people’s lives better. Our iconic brands will provide an incredible platform for you. And our dynamic, ownership-driven culture will help bring the very best out of you, every day.

Equality

All qualified applicants will receive consideration for employment without regard to age, disability or medical condition; colour, ethnicity, race, citizenship, and national origin; religion; pregnancy, family status and caring responsibilities; sexual orientation; sex, gender identity, gender expression, and transgender identity; protected veteran status; size or any other basis protected by appropriate law.","django,excel,flask",Class 3
324,Only Much Louder,Media & Analytics Intern,89,14350,Maharashtra,Mumbai,India,Entertainment Providers,200,Internship , Internship,C125,J379,D379,"About the job
About OML:

OML is a new media and entertainment company that partners with creators to build content, IPs & live experiences that impact culture and help brands come closer to consumers. Headquartered in Mumbai with teams in Russia, Poland & Thailand, OML was founded in 2001 to book and manage artists across all genres of entertainment. Today our operations span a prolific and award-winning content studio that packages and produces shows for OTT platforms, live events production and a global brand solutions business.

From the beginnings of OML as an artist management agency to the advent of modern-day content marketing, we have helped our clients thrive in the face of disruption while setting trends in talent representation, marketing and sponsorship; inspiring industry change in events and licensing; and helping reshape the digital landscape. As technology further shifts the balance of power in media and puts more power in the hands of the creator, OML is uniquely positioned to create opportunities for our clients and partners around the globe.

What we do - GCN

As the digital content division of OML Entertainment, the Global Creator Network (GCN) develops branded content together with creators and influencers across various digital platforms. We strive to drive digital campaign resonance through-the-line, backing our solutions with strong data insights and measuring impact all through.

Over the last 3 years, we have co-created more than 10,500 pieces of content and worked with over 380 creators, building equity for the brands and the creators we work with. We have delivered campaigns in over 17 countries across the regions of SEA, India, China, Africa, Middle East, Europe and Latin America.

As a team we’re passionate about content and pride ourselves in a ‘creator-first’ ethos representing not just the brands’ interest but also helping creators grow and develop when we engage with them.

Key responsibilities
Research and analysis of relevant data of social media accounts on major platforms like Facebook, Instagram & YouTube
Support with quantitative research on platforms, markets, influencers etc using certain inhouse tools as well as other tools
Support with landscape research for platforms, markets etc via online research
Supporting team in data collation and cleaning for various tasks
Supporting in reporting campaign numbers & drawing insights

Skills:
Excellent written, presentation and verbal communication skills
Quick and open to learning new tools
Proficient at Excel, PowerPoint
Excellent research and analytical skills

Qualifications and Prior Experience:
Pursuing a bachelor’s degree in any stream. Candidates from Engineering, analytics, data science or computer streams would be preferred
Digital-first experience, preferably a digital native

Our values:
We build opportunities for our artists, brands and fans; and it’s important for us to be reliable and efficient
We demonstrate honesty, excellence and commitment to success
‘It’s not my job’ is not part of our vocabulary, we even stuff envelopes
We make mistakes, but only to learn from them to build resilience
We take care of ourselves and our colleagues
We are our own managers
We are committed to equality and inclusion
We are mindful of the strain on the Earth's resources and are committed to reversing the trend with our behaviors where possible

Thank you!

Thank you for taking the time to go through the opportunity we have to offer.

If you apply, please do not share your photo, age, gender, religion or ethnicity in your resume. You do not even need to share your last name. (We want to eliminate biases on any of these parameters while we decide on our shortlisted candidates)

We will get in touch with you if your profile gets shortlisted.","excel,flask",Class 3
325,Barclays,Application Support Specialist,2,1312908,Maharashtra,Pune,India,Financial Services,10001,Full-time , Mid-Senior level,C24,J380,D380,"About the job
Job Title: Application Support Analyst

Location: Pune

About Barclays

Barclays is a British universal bank. We are diversified by business, by different types of customers and clients, and by geography. Our businesses include consumer banking and payments operations around the world, as well as a top-tier, full service, global corporate and investment bank, all of which are supported by our service company which provides technology, operations and functional services across the Group.

Risk and Control Objective

Ensure that all activities and duties are carried out in full compliance with regulatory requirements, Enterprise Wide Risk Management Framework and internal Barclays Policies and Policy Standards.

Working Flexibly

We’re committed to providing a supportive and inclusive culture and environment for you to work in. This environment recognises and supports ways to balance your personal needs, alongside the professional needs of our business. Providing the opportunity for all our employees, globally to work flexibly empowers each of us to work in a way that suits our lives as well as enabling us to better service our customers’ and clients’ needs. Whether you have family commitments or you’re a carer, or whether you need study time or wish to pursue personal interests, our approach to working flexibly is designed to help you balance your life.

If you would like some flexibility then please discuss this with the hiring manager.

Introduction

This role will provide 2nd Application Support to a number of business critical and regulatory applications. This role requires Problem Record/Incident Management skill and effective liaison with BTB peers & clients. Out of office hours support is part of this role to ensure smooth functioning of the applications. Candidate should be fully proficient in SQL language, UNIX, Oracle and Autosys

What will you be doing?

Support Analysts and playing the role of SPOC during shift hours.
Responsible for resolution of incidents within agreed SLA.
Responsible for pro-active review of incidents.
Responsible for monitoring jobs and health check of estate.
Responsible for reviewing operational acceptance criteria for the applications being supported
Responsible for execution of deployment tasks related to support team
Work towards providing high availability of the systems, reduce Mean Time to Recover and improve Mean Time Between Failures
Strong debugging and analysis skills
Strong operational knowledge of the service desk and ITIL framework
Technical expertise in UNIX, Oracle, Autosys, Infromatica (basics)
Experience in writing queries in SQL language (for running on Oracle, MS SQL or other DBMS)
Supporting the implementation of strategy and policy issues by involvement in development/change and/or advice to other technical areas and making recommendations to improve procedures and working practices.
Contribute to service improvements
Participate and actively contribute in daily triage, PIR and AIS (Application into Support)/ service introduction calls.

What We’re Looking For

All skills listed are deemed necessary:

Degree in information systems or computer science or any equivalent.
Relevant experience of 10 years in L2/L3 application support.
Experience in writing queries in SQL language, Unix/Linux Shell scripting, Autosys.
Automation tooling, Service First experience.
Secondary Skills –Windows, PowerShell (Basic), Technical exposure to AWS , MQ
Hands on experience on setup and support of Release and Onboarding process.
Good understanding of automation and transition process.
Desired to know basics of windows server administration
Good understating of PL/SQL and Database like Oracle, Windows SQL Server
Good understanding of DevOps, Lean Control process, and various stages of Agile Change life cycle.
Good understanding of scheduling tools like Autosys

Skills That Will Help You In The Role

Combination of these skills boost eligibility:

Preferred To Have Good Knowledge AWS, Banking Domain Exposure

Certified or excellent understanding in ITIL practices.

Where will you be working?

Pune

Be More at Barclays

At Barclays, each day is about being more – as a professional, and as a person. ‘Be More @ Barclays’ represents our core promise to all current and future employees. It’s the characteristic that we want to be associated with as an employer, and at the heart of every employee experience. We empower our colleagues to Be More Globally Connected, working on international projects that improve the way millions of customers handle their finances. Be More Inspired by working alongside the most talented people in the industry, and delivering imaginative new solutions that are redefining the future of finance. Be More Impactful by having the opportunity to work on cutting-edge projects, and Be More Valued for who you are.

Interested and want to know more about Barclays? Visit home.barclays/who-we-are/ for more details.

Purpose, Values and Mindset

We deploy finance responsibly to support people and businesses, acting with empathy and integrity, championing innovation and sustainability, for the common good and the long term.

Our values underpin everything we do: Respect, Integrity, Service, Excellence and Stewardship.

Respect

We harness the power of diversity and inclusion in our business, trust those we work with, and value everyone's contribution.

Integrity

We operate with honesty, transparency and fairness in all we do.

Service

We act with empathy and humility, putting the people and businesses we serve at the centre of what we do.

Excellence

We champion innovation, and use our energy, expertise and resources to make a positive difference.

Stewardship

We prize sustainability, and are passionate about leaving things better than we found them.

Our Mindset shapes how we take action, living by our Values, driven by our Purpose, always with our customers and clients at the heart of what we do; our Mindset is to Empower, Challenge and Drive.

Empower

Trust and support each other to deliver. Make decisions with those closest to the topic. Include diverse perspectives. Celebrate success and learn from failure.

Challenge

Question whether things can be done better. Use insights based on data to inform decisions. Be curious about how we can adapt and improve. Speak up and be open to alternative viewpoints.

Drive

Focus on outcomes. Deliver with pace. Be passionate and ambitious about what we do. Take personal responsibility. Actively build collaborative relationships to get things done.","sql,ai,linux,excel,flask",Class 3
326,CTeBS,DB/Reports/BI Developer,18,1821,Kerala,Kochi,India,IT Services and IT Consulting,50,Full-time , Associate,C37,J381,D381,"About the job
We are looking for a Business Intelligence (BI) Developer to create and manage BI and analytics solutions that turn data into knowledge.

Responsibilities

Translate business needs to technical specifications

Learn and fully understand the data landscape in databases and applications

Write T-SQL procedures/functions to solve complex logical problems

Developing dashboards and creating reports based on requirements

Ensure data integrity while analysing, storing and visualizing data

Conduct unit testing and troubleshooting

Evaluate and improve existing BI systems

Collaborate with teams to integrate systems

Develop and execute database queries and conduct analyses

Create visualizations and reports for requested projects

Develop and update technical documentation

Requirements

Candidates with 2 to 6 years of experience in BI Development.

Proficient in Power BI Service

Strong understanding with RDBMS and its components

Strong programming experience in writing T-SQL

Strong reporting skills to present insights concisely

Excellent analytical and problem-solving skills.

Familiar with SSRS Reports and Design

Experience in any reporting tool like Jasper

Proven abilities to take initiative and be innovative

Analytical mind with a problem-solving aptitude

Hands on experience in multiple BI tools

Advanced Knowledge in Excel

Experience in Power Automate & Power Apps

RequirementsRequirements

Candidates with 1-3 years of experience in BI Development.

Proficient in Power BI Service

Strong understanding with RDBMS and its components

Strong programming experience in writing T-SQL

Strong reporting skills to present insights concisely

Excellent analytical and problem-solving skills.

Familiar with SSRS Reports and Design

Experience in any reporting tool like Jasper

Proven abilities to take initiative and be innovative

Analytical mind with a problem-solving aptitude

Hands on experience in multiple BI tools

Advanced Knowledge in Excel

Experience in Power Automate & Power Apps","sql,django,excel,flask",Class 3
327,Dendrite.ai,Internship - Seeking Data Scientist Intern that prioritizes work/life balance(Masters/Ph.D. candidates only),200,400,Maharashtra,Mumbai,India,Financial Services,10,Part-time , Internship,C54,J383,D383,"About the job
This is a remote position.

We are looking to hire incredible Data Scientists interested in working with a US Startup. If you are truly passionate about designing and building machine learning solutions using python, you’re looking for a job where you can work from anywhere- and we mean anywhere and are excited about gaining experience in a Startup, then this is the position for you. Be it your next vacation spot or a farm out in the country, if you have working internet, you can work remotely from your chosen location. No long commutes or rushing to in-person meetings. Ready to work hard and play harder? Let’s work together.

[Note: As part of the application process, candidates must complete the 20-question pre-screening behavioral assessment form. Without it, we will not consider candidates for this position.]

Requirements And Skills
Pre-final year student in Statistics/Math, Computer Science, Finance/Economics, or related quantitative fields (Ph.D. candidates encouraged to apply)
Experience using ML libraries, such as Scikit-learn, caret, NLTK or spark MLlib
Excellent Software skills (proficiency in Python - Data Science stack)
Build statistical and ML models to evaluate the historical performance and define predictive and prescriptive solutions
Data Engineering experience/coursework and ability to integrate multiple data sources
Knowledge of SQL and relational Databases
Comfortable with UNIX Operating System
Knowledge of Docker and Git
Strong analytical, design, problem-solving, and troubleshooting/debugging skills
Ability to work independently in a home office and doesn’t need hand holding
Flexible schedule offered, but you will work evenings most days post your college (anywhere between ~3-5 hours daily)
What You’ll Do, But Not Limited To
Under the general direction of senior researchers, conduct empirical research using public and proprietary data
Complete data preparation, data testing using Python (ETL), and a big part of day-to-day function
Utilize statistical techniques to help develop analytic insights, sound hypotheses, and informed recommendations
Conduct ad hoc quantitative analyses, modeling, or programming using Python and SQL
Diagnosing and resolving issues in production
Enhancing and developing all aspects of the company’s technology suite by collaborating with development teams to determine application requirements
Assessing and prioritizing client feature requests
Who You Are
Highly Quantitative - your skills are the envy of all your friends
Reliable, Independent, and able to wear multiple hats
Honest - we hold transparency with high regard
Team Player - likes collaborating and working as a team
Communicative - Strong verbal and written communication skills
Self-Starter - able to take ownership of projects and identify what needs to be done
Builder - You are passionate about delivering better products/experiences to our customers and have a deep sense of ownership for your work
Experimental - You love trying new things, new tools, techniques and approaches even if you fail sometimes
Nice To Have
Pursuing/Completed Ph.D./Masters in Finance, Economics or Business
Have built quantitative models either in course work or in other internships is a plus
Intellectually curious and eager to learn about Finance (Investments and Corporate Finance)
Prior internship experience in Financial Services
Benefits You’ll Love
Remote First Company - 100% remote to work with your schedule
Flexible Hours
Competitive Stipend/Salary
Note
Zero-tolerance policy for plagiarism
Please only submit your assignment via a GitHub link, any other forms of submission will be auto rejected
Preference will be given to candidates from top schools at Pune University, Mumbai University, NIT, IISER, TIFR, IIT, ISI or a top schools in USA/UK
Please do not send LinkedIn Requests to Connect!","nltk,sql,flask,django,python,excel",Class 3
328,FlexiLoans,Business Analysis Internship in Mumbai at FlexiLoans Technologies Private Limited,47,17892,Maharashtra,Mumbai,India,Financial Services,500,Full-time , Internship,C68,J384,D384,"About the job
This job is sourced from a job board. Learn more
About FlexiLoans Technologies Private Limited

Website

FlexiLoans is a technology-based digital financing platform that started with an endeavor to solve the problems that small businesses face in accessing quick, flexible, and adequate funds for growing their businesses. Our vision is to give financial access at a click. We are a pioneer in ecosystem-based digital lending for small businesses in India. To date, we have disbursed over 45,000+ loans worth over Rs. 1600 Crs+ to small-sized businesses across 1,600+ cities without having a single branch. We are the leaders in using technology and risk models that focus on alternate/surrogate methods for scoring customers.

Activity on Internshala

Hiring since November 2022

2 opportunities posted

About The Internship

Selected intern's day-to-day responsibilities include:

Work on business alliances, analytics, and strategies to grow alliances with a large pool of MSME merchants

Skills & Requirements

Should have deep execution ability
Should have analytical skills

Skill(s) required

Data Analytics English Proficiency (Spoken) MS-Excel

Learn these skills on Internshala Trainings

Learn Data Analytics

Learn Data Science Specialization

Learn MS-Excel

Specialize in Human Resource Management

Learn Business Communication

Who can apply

Only Those Candidates Can Apply Who

are available for full time (in-office) internship
can start the internship between 30th Nov'22 and 4th Jan'23
are available for duration of 6 months
have relevant skills and interests

Perks

Certificate Flexible work hours Informal dress code 5 days a week

Number of openings

2

Additional Questions

Sign up to continue

Sign up/ Login with Google

OR

Email

Password

First Name

Last Name

By signing up, you agree to our Terms and Conditions .

Already registered? Login

Sign up to continue

Sign up/ Login with Google

OR

Email

Password

First Name

Last Name

By signing up, you agree to our Terms and Conditions .

Already registered? Login","django,excel,flask",Class 3
329,Genpact,Process Associate - Banking-BFS014572,6,2306167,Uttar Pradesh,Noida,India,IT Services and IT Consulting,10001,Full-time , Entry level,C74,J385,D385,"About the job
With a startup spirit and 90,000+ curious and courageous minds, we have the expertise to go deep with the world’s biggest brands—and we have fun doing it. Now, we’re calling all you rule-breakers and risk-takers who see the world differently, and are bold enough to reinvent it. Come, transform with us.

Inviting applications for the role of Process Associate, Banking

Employee will be responsible to carry out the production at process level in an utmost efficient manner adhering to all the process level protocols

Are you the one we are looking for? Responsibilities

As part of the Mortgage services team, you will be required to:

Ability to comprehend information/data set
Ability to deliver work as per agreed accuracy service levels along with good efficiency
Communication with onshore team for getting the resolutions on pending information
Qualifications we seek in you Minimum qualifications

Any graduate
Preferred skills

Ready to work on stretched working hours due to volume fluctuations
Good comprehension & e-mail writing skills
Decision making skills required
Ability to analyze and observe things
Interpersonal Skills
Excel Skills – Intermediate
Take non scripted inbound & outbound calls
Awareness of Microsoft office resources

Genpact is an Equal Opportunity Employer and considers applicants for all positions without regard to race, color, religion or belief, sex, age, national origin, citizenship status, marital status, military/veteran status, genetic information, sexual orientation, gender identity, physical or mental disability or any other characteristic protected by applicable laws. Genpact is committed to creating a dynamic work environment that values diversity and inclusion, respect and integrity, customer focus, and innovation. For more information, visit www.genpact.com. Follow us on Twitter, Facebook, LinkedIn, and YouTube.

Job

Process Associate

Primary Location

India-Noida

Education Level

Bachelor's / Graduation / Equivalent

Job Posting

May 25, 2021, 8:11:41 AM

Unposting Date

Ongoing

Master Skills List

Digital

Job Category

Full Time","excel,flask",Class 1
330,Genpact,Process Associate - SOX & Internal Audit-CPG017337,10,2306167,Haryana,Gurugram,India,IT Services and IT Consulting,10001,Full-time , Associate,C74,J386,D386,"About the job
With a startup spirit and 90,000+ curious and courageous minds, we have the expertise to go deep with the world’s biggest brands—and we have fun doing it. Now, we’re calling all you rule-breakers and risk-takers who see the world differently, and are bold enough to reinvent it. Come, transform with us.

Transformation happens here. Come, be a part of our exciting journey! Inviting applications for the role of Process Associate, SOX & Internal Audit

In this role, Position will be responsible for participating in projects encompassing internal audit reviews, enterprise risk assessments, operational process reviews, Sox advisory, and control testing, evaluating internal controls, reliability of financial reporting, compliance with applicable laws and regulations and effectiveness and efficiency of operations including cost management.

Responsibilities

Be part of a team that would execute the above-referred projects for a variety of clients across industries.
Perform audit work assigned in a professional manner, in accordance with the approved work program.
Acquire and analyze evidentiary data as a basis for an informed, objective opinion on the adequacy and efficiency of the system of controls.
Determine whether areas reviewed / audited are performing control activities in compliance with applicable policies and procedures and in a manner consistent with both interpersonal objectives and high standards of administrative practice.
Be involved in report writing on audit findings and recommendations for the correction of noted control deficiencies, improvements in operations, and reductions in cost.
Qualifications Minimum qualifications

Graduates, preferably B.Com, BMS, BBA, BBI, BAF
Must be able to work independently after receiving detailed, specific instructions from the supervisor.
Must be able to react to deadlines with flexibility and professionalism.
Strong PC skills, including Word, Excel, Visio.
Preferred qualifications

Position requires strong writing skills.
Position requires the ability to work effectively with all levels of staff and handle confidential information discreetly and professionally.
Must be able to work, at times, multiple assignments simultaneously.
Position requires an analytical bent of mind and problem solving abilities.
Willingness to travel on client projects for 2-4 week durations.

Genpact is an Equal Opportunity Employer and considers applicants for all positions without regard to race, color, religion or belief, sex, age, national origin, citizenship status, marital status, military/veteran status, genetic information, sexual orientation, gender identity, physical or mental disability or any other characteristic protected by applicable laws. Genpact is committed to creating a dynamic work environment that values diversity and inclusion, respect and integrity, customer focus, and innovation. For more information, visit www.genpact.com. Follow us on Twitter, Facebook, LinkedIn, and YouTube.

Job

Analyst

Primary Location

India-Gurugram

Education Level

Bachelor's / Graduation / Equivalent

Job Posting

Sep 21, 2020, 1:38:50 AM

Unposting Date

Ongoing

Master Skills List

Consulting

Job Category

Full Time","react,excel,flask",Class 1
331,Genpact,Process Associate - SOX & Internal Audit-CPG017337,10,2306173,Haryana,Gurugram,India,IT Services and IT Consulting,10001,Full-time , Associate,C74,J408,D408,"About the job
With a startup spirit and 90,000+ curious and courageous minds, we have the expertise to go deep with the world’s biggest brands—and we have fun doing it. Now, we’re calling all you rule-breakers and risk-takers who see the world differently, and are bold enough to reinvent it. Come, transform with us.

Transformation happens here. Come, be a part of our exciting journey! Inviting applications for the role of Process Associate, SOX & Internal Audit

In this role, Position will be responsible for participating in projects encompassing internal audit reviews, enterprise risk assessments, operational process reviews, Sox advisory, and control testing, evaluating internal controls, reliability of financial reporting, compliance with applicable laws and regulations and effectiveness and efficiency of operations including cost management.

Responsibilities

Be part of a team that would execute the above-referred projects for a variety of clients across industries.
Perform audit work assigned in a professional manner, in accordance with the approved work program.
Acquire and analyze evidentiary data as a basis for an informed, objective opinion on the adequacy and efficiency of the system of controls.
Determine whether areas reviewed / audited are performing control activities in compliance with applicable policies and procedures and in a manner consistent with both interpersonal objectives and high standards of administrative practice.
Be involved in report writing on audit findings and recommendations for the correction of noted control deficiencies, improvements in operations, and reductions in cost.
Qualifications Minimum qualifications

Graduates, preferably B.Com, BMS, BBA, BBI, BAF
Must be able to work independently after receiving detailed, specific instructions from the supervisor.
Must be able to react to deadlines with flexibility and professionalism.
Strong PC skills, including Word, Excel, Visio.
Preferred qualifications

Position requires strong writing skills.
Position requires the ability to work effectively with all levels of staff and handle confidential information discreetly and professionally.
Must be able to work, at times, multiple assignments simultaneously.
Position requires an analytical bent of mind and problem solving abilities.
Willingness to travel on client projects for 2-4 week durations.

Genpact is an Equal Opportunity Employer and considers applicants for all positions without regard to race, color, religion or belief, sex, age, national origin, citizenship status, marital status, military/veteran status, genetic information, sexual orientation, gender identity, physical or mental disability or any other characteristic protected by applicable laws. Genpact is committed to creating a dynamic work environment that values diversity and inclusion, respect and integrity, customer focus, and innovation. For more information, visit www.genpact.com. Follow us on Twitter, Facebook, LinkedIn, and YouTube.

Job

Analyst

Primary Location

India-Gurugram

Education Level

Bachelor's / Graduation / Equivalent

Job Posting

Sep 21, 2020, 1:38:50 AM

Unposting Date

Ongoing

Master Skills List

Consulting

Job Category

Full Time","react,excel,flask",Class 1
332,Genpact,Assistant Manager-BFS024684,40,2306167,Karnataka,Bengaluru,India,IT Services and IT Consulting,10001,Full-time , Associate,C74,J387,D387,"About the job
With a startup spirit and 90,000+ curious and courageous minds, we have the expertise to go deep with the world’s biggest brands—and we have fun doing it. We dream in digital, dare in reality, and reinvent the ways companies work to make an impact far bigger than just our bottom line. We’re harnessing the power of technology and humanity to create meaningful transformation that moves us forward in our pursuit of a world that works better for people. Now, we’re calling upon the thinkers and doers, those with a natural curiosity and a hunger to keep learning, keep growing. People who thrive on fearlessly experimenting, seizing opportunities, and pushing boundaries to turn our vision into reality. And as you help us create a better world, we will help you build your own intellectual firepower. Welcome to the relentless pursuit of better.

Welcome to the relentless pursuit of better.

Inviting applications for the role of Assistant Manager, FPNA

Responsibilities

Budgeting: Supporting in preparation of the annual budgets for all the accounts under the DU.
Revenue - Ensuring there is no revenue leakage and revenue is recognized as per the SOW agreed between the Client & HCL.
Monthly Revenue Closing: Month-end closing activities including close co-ordination with Controllership for Revenue accruals, Billing and Payment collection follow-ups
Monthly Cost Closing: Ensuring cost pertaining to the particular month is accurately assembled in respect of C&B, IT/INFRA and other Expenses also ensuring there are no costs incurred over & above the budgeted cost.
Monthly MI reporting- Extracting Monthly MI and sharing to the Geo heads and partners
HC management- Reconcile Headcount and ensure they are tagged accurately in the relevant PID’s
Collecting utilization from Genpact and reporting to the partners periodically
Working closely with HR, Pricing and IT teams to collect relevant information for Key Process Indices to the leadership.
Revenue Audit: Ensuring the invoicing is done as per the pricing mentioned in the SOW.

Qualifications we seek in you!

Minimum Qualifications

University degree in (Finance, Treasury, or Accounting)
Relevant Work Experience
Excellent communication and Analytical skills
Have a good understanding of Consulting organization
A teammate with the ability to work independently.
Thorough in work, attention to detail, and uncompromised in quality.
Integrity, self-motivated, eager to learn, courage to withstand push-back and a good sense of professional skeptics

Preferred Qualifications/Skills

Higher quantitative degree or professional qualifications CA
Power BI
Excellent Knowledge of Excel and PPT
Cognos TM1
Oracle BI

Genpact is an Equal Opportunity Employer and considers applicants for all positions without regard to race, color, religion or belief, sex, age, national origin, citizenship status, marital status, military/veteran status, genetic information, sexual orientation, gender identity, physical or mental disability or any other characteristic protected by applicable laws. Genpact is committed to creating a dynamic work environment that values diversity and inclusion, respect and integrity, customer focus, and innovation. For more information, visit www.genpact.com . Follow us on Twitter , Facebook , LinkedIn , and YouTube .

Job

Assistant Manager

Primary Location

India-Bangalore

Schedule

Full-time

Education Level

Bachelor's / Graduation / Equivalent

Job Posting

Dec 5, 2022, 8:02:00 AM

Unposting Date

Ongoing

Master Skills List

Operations

Job Category

Full Time","excel,flask",Class 1
333,Genpact,Manager- Process Consultant-INS016603,28,2306167,Haryana,Gurugram,India,IT Services and IT Consulting,10001,Full-time , Associate,C74,J388,D388,"About the job
With a startup spirit and 90,000+ curious and courageous minds, we have the expertise to go deep with the world’s biggest brands—and we have fun doing it. We dream in digital, dare in reality, and reinvent the ways companies work to make an impact far bigger than just our bottom line. We’re harnessing the power of technology and humanity to create meaningful transformation that moves us forward in our pursuit of a world that works better for people. Now, we’re calling upon the thinkers and doers, those with a natural curiosity and a hunger to keep learning, keep growing., People who thrive on fearlessly experimenting, seizing opportunities, and pushing boundaries to turn our vision into reality. And as you help us create a better world, we will help you build your own intellectual firepower. Welcome to the relentless pursuit of better.

Inviting applications for the role of Manager, Process Consultant

Must Have

Green Belt or Data Bridge trained and tested/certified or Lean certified
Exposure in documenting document ‘as is’ process view of the process
Experience in conducting process reviews with business to validate and document the business inputs
Identify value added / non-value added process steps and source of variation in existing process landscape
Identify, document and recommend simplification, standardization and process enhancement opportunities.
Generate ideas for bridging gaps identified and create list of fixes – short term and long term
Excellent typing, written and verbal communication skills
Good to have:

Should be skilled in building architecture and design documentation
Qualifications/ Minimum qualifications

Bachelor’s degree

Genpact is an Equal Opportunity Employer and considers applicants for all positions without regard to race, color, religion or belief, sex, age, national origin, citizenship status, marital status, military/veteran status, genetic information, sexual orientation, gender identity, physical or mental disability or any other characteristic protected by applicable laws. Genpact is committed to creating a dynamic work environment that values diversity and inclusion, respect and integrity, customer focus, and innovation. For more information, visit www.genpact.com. Follow us on Twitter, Facebook, LinkedIn, and YouTube.

Job

Consultant

Primary Location

India-Gurugram

Schedule

Full-time

Education Level

Bachelor's / Graduation / Equivalent

Job Posting

Dec 5, 2022, 6:51:15 AM

Unposting Date

Ongoing

Master Skills List

Operations

Job Category

Full Time","excel,flask",Class 1
334,ByteDance,Music Content Operations Intern,34,933716,Maharashtra,Mumbai,India,"Technology, Information and Internet",10001,Internship , Internship,C33,J389,D389,"About the job
About Us

Responsibilities

Founded in 2012, ByteDance's mission is to inspire creativity and enrich life. With a suite of more than a dozen products, including TikTok, Helo, and Resso, as well as platforms specific to the China market, including Toutiao, Douyin, and Xigua, ByteDance has made it easier and more fun for people to connect with, consume, and create content.

Why Join Us

At ByteDance, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for millions of users across all of our products. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at ByteDance.

About The Team

Music Partnership & Strategy Team (Middle East, Africa, and South Asia) overlooks all partnership within the music industry in the region for apps like Resso. The team has two sub-units: one is Commercials, Marketing and Partnership which is responsible for doing deals and all strategic initiatives with record labels. The other unit is Label Operations who are responsible for all liaising with music labels and ensuring that content is live on the platforms.

About The Role

This job role mainly includes monitoring infringed content available on Resso, by smart manual checks on a daily basis.

How does it benefit the Artists/Musicians?

A lot of pirates use original content created by original artists and tag them as their own. This is the kind of piracy in the digital world. If we clean up such intended digital piracy, then we are helping the original artists.

How does this role help Resso?

It helps our algo and our programming teams to serve ""original"" content and remove pirate content. This role plays an important and crucial role to make Resso, a pirate-free platform.

The position requires a sharp mind, who thinks like how a pirate can think and keeps vigil on all digital piracy trends.

Responsibility

Data Operation: advanced level knowledge in Excel; knows formulas, pivots etc.
Compare 2-3 sets of data manually and share output as required by product teams
Communicate effectively internally in India and regionally on operations

Qualifications

Excellent in data comparison,formulas and operations in Microsoft Excel
Able to communicate well, in English - writing and verbal
Knowledge about music and film industry is a plus

ByteDance is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At ByteDance, our mission is to inspire creativity and enrich life. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.","excel,flask",Class 3
